,0,1
67,2020-04-28 20:56:55+00:00,‘I love Diamond & Silk’: Trump backs Fox News personalities who spread coronavirus conspiracies https://politi.co/2KHwb53 via @politico
68,2020-04-28 20:56:35+00:00,
69,2020-04-28 20:56:10+00:00,They have told me they would but it could take up 8 weeks to process and could be rejected by the merchant. Said most disputes are solved within 3 months 
70,2020-04-28 20:53:25+00:00,[despite the obvious] I’m not an advocate for much but fuck me I’m an advocate for Monzo
71,2020-04-28 20:52:08+00:00,"We're here 24/7 ready to support you! Please be aware we are a little busy at the moment, but we'll get back to your as soon as possible "
72,2020-04-28 20:49:27+00:00,Are you guys open this late?
73,2020-04-28 20:49:04+00:00,I'm pretty sure they hold Cambridge JavaScript monthly meet ups there ... or did.
74,2020-04-28 20:45:23+00:00,Selección natural 
75,2020-04-28 20:44:31+00:00,Thanks Jani x
76,2020-04-28 20:43:56+00:00,monzo 
77,2020-04-28 20:42:41+00:00,"@monzo If you can just freeze any random account with no reason, you can not be trusted then."
78,2020-04-28 20:42:18+00:00,For real you set a standard
79,2020-04-28 20:42:13+00:00,halifax and monzo
80,2020-04-28 20:37:53+00:00,"Més aviat pq costa sentir a algú parlar de salut mental en català, així en general. O simplement saber de gent més o menys pública/accessible q hagi dit que té X. (p.ex. Monzó-&gt;Tourette) No compartim ‘tares', però jo tinc un trastorn de personalitat i tal, marramiu marramiau."
81,2020-04-28 20:37:31+00:00, 
82,2020-04-28 20:37:16+00:00,"Uf!! ""La politica""Qué fácil pegarle a Marcos, no le perdonan. Si, terminamos el mandato, 41 % de apoyo, sin comprar medios, mostrando en mil formas ser mejores. Los Monzo y Yacobiti no son la nueva discusión política, son los rosqueros de siempre."
83,2020-04-28 20:35:23+00:00,Dm it quick time bro! I’ll respond with my monzo so u can send me the money to buy this gift for u 
84,2020-04-28 20:35:06+00:00,"We want to raise as much money as possible for the frontline workers who are working tirelessly to keep as many people alive as possible, by giving something back to them in keeping them fed. #NHS #Monzo #workingfromhome #Cardiff"
85,2020-04-28 20:33:20+00:00,Can’t tag them but Carved Dive in Bromley 
86,2020-04-28 20:32:14+00:00,
87,2020-04-28 20:31:43+00:00,Me talking to monzo now
88,2020-04-28 20:31:43+00:00,Menuda partida mundial de Monopoly se viene lo que queda de año
89,2020-04-28 20:31:38+00:00,@monzo what time of the day does a bacs payment clear please?
90,2020-04-28 20:30:45+00:00,"Hey Joe Sorry about the trouble, we'd love to get you logged back in Could you please give us a call on 0800 802 1281 or drop us an email at help@monzo.com so we can get things fixed "
91,2020-04-28 20:29:21+00:00,Europa ligue ??? Que competición es esa ?? Di que si. Si hace falta se crea una competición nueva para volver a Europa.. diselo a @oscar_marco que mueva sus tentáculos y ordene su creación 
92,2020-04-28 20:27:21+00:00,#Everyone Please help beg #monzo to please tell me why my acocunt is frozen. I’m stranded and desperately need some money. It’s been days now. I have prove of every penny that has come into my account.
93,2020-04-28 20:26:51+00:00,@monzo can you help me - I have moved from Android to Apple and I can’t get logged into my account..... I don’t get the email when it’s trying to log me in. Nothing on website either can you help :(
94,2020-04-28 20:25:29+00:00,"Pero yo he dicho algo que hayamos estado un año en primera!?? Ostia no sabes por dónde te pega el aire eh!??? Ves en eso te doy la razón, los dos en primera.. Pero este año va a ser en segunda "
95,2020-04-28 20:24:03+00:00,Hairdresser at top of my list 
96,2020-04-28 20:23:28+00:00,"El @Pelayotrinquet obri en la fase 1, amb els llocs de culte. #Pilotamola @funpival"
97,2020-04-28 20:23:25+00:00,は？？かかんが
98,2020-04-28 20:23:08+00:00,En Monzó necessita un cargolet per arreglar-se les ulleres? Pot ser. 
99,2020-04-28 20:21:44+00:00,La paella és el nostre ritual de culte
100,2020-04-28 20:20:11+00:00,"The music is AP 2 is epic. New Found Glory, Sum41. "
101,2020-04-28 20:18:32+00:00,"Pero el movimiento Feminista, el Ministerio de la Mujer (Presupuesto $$272.742.641,00) y coso.."
102,2020-04-28 20:17:17+00:00,Done
103,2020-04-28 20:16:59+00:00,You guys get too personal here with people you have no idea who eachother are. Feel free to watch whatever Network you want. CNN is doom/gloom and Fox is not. You’re allowed to watch both and hopefully find reality somewhere in the middle. Twitter is not that place.
104,2020-04-28 20:16:07+00:00,Però sense refregar-nos ni besar-nos als morros. I no es podrà compartir botella de cassalla
105,2020-04-28 20:16:06+00:00,"Careful Mary, the stuff is highly purchasable. Follow the P&C twitter account too because they very rarely ‚sell‘ but they always find beautiful, inspiring things to wonder over."
106,2020-04-28 20:15:27+00:00,"@monzo_silvia , tú eres muy coherente, ja, ja, ja, un año en primera, ja, ja, ja, para finalizar yo como aragonés me gustaría que Huesca y Zaragoza estuviéramos muchos años en Primera."
107,2020-04-28 20:15:05+00:00,Hairdressers Pub Pub 
108,2020-04-28 20:11:40+00:00,"Yo!??? Lo tengo muy asumido que vamos a continuar en segunda, creo que vosotros no.. Pero luego la ostia es peor eh!?? Así que de nada.. Mucho ánimo!"
109,2020-04-28 20:10:54+00:00,How did I not know about this beautiful site?
110,2020-04-28 20:10:51+00:00,Justícia
111,2020-04-28 20:08:23+00:00,3 hours delay though?
112,2020-04-28 20:08:02+00:00,"Jajajajaja.. Esa es tu argumentación después de tantos años en segunda!? Nada más que añadir, una vez más sin argumentos coherentes! Lo dicho! Animo que os espera otro año duro en segunda!"
113,2020-04-28 20:07:08+00:00,Quina és la fase d’anar de paella amb els col·legues?
114,2020-04-28 20:05:10+00:00,Omg the grape soda pin #up
115,2020-04-28 20:02:40+00:00,@DeviantandDandy
116,2020-04-28 20:02:33+00:00,Eddie O joined @MandMWFAN as the #MysteryGuest today. He mentioned something that he noted in his book about Mike Keenan. It’s basically an RKO:
117,2020-04-28 19:57:59+00:00,"Sorry for the wait Jamie, our team are working hard to help all our customers but there is a wait at the moment. We appreciate your patience "
118,2020-04-28 19:57:45+00:00,@NewLionBrewery
119,2020-04-28 19:57:34+00:00, UPDATED VERIFICATION - QUICK INFO VERIFICATION AVN STARS VERIFIED ONLY-FANS VERIFIED NO NUDITY! ♡ PAYMENT/TRIBUTE METHODS♡ * CASHAPP : £konekox * Amazon GC: Princesskonekox@gmail.com * PAYPAL: DM * MONZO : DM ♡ 
120,2020-04-28 19:56:38+00:00,Exactly what I thought until today.
121,2020-04-28 19:55:55+00:00,"@monzo Something needs to be done asap. I’m stranded, so I’m very desperate. I have sent you my payslips, feel free to ask me any more information. Thank you #Monzo"
122,2020-04-28 19:54:27+00:00,"¿Un partido político con traidores como Monzó, Massot o Vidal y atrás de ellos el Coti Nosiglia? Un supuesto partido político que pregona unión sin diferenciar corruptos? PASO. Del lado del ala dura de Bullrich, Pichetto y Macri. "
123,2020-04-28 19:53:18+00:00,Why is my account frozen since 26th without my knowledge?. I haven’t been able to withdraw or receive money. In this pandemic smh
124,2020-04-28 19:53:01+00:00,"Yo creo que no nos vemos otra vez en segunda , incluso creo que para jugar en Europa si se anula la Liga el Real Zaragoza jugaría la Europa ligue por ser el sexto equipo que tiene más títulos europeos 2.Un saludos."
125,2020-04-28 19:52:45+00:00,"""Després ve l'oblit per part de la gent. L'oblit li sap un greu insospitat. Mai no hauria dit que, quan arribaria aquest moment, sentiria tant a faltar l'escalfor de la gent"". @QuimMonzo, 1996 #LitCat #Monzó"
126,2020-04-28 19:51:43+00:00,Jajajaja. Clasificación actual. Asumelo.
127,2020-04-28 19:50:14+00:00,Hahaha omg 
128,2020-04-28 19:48:30+00:00,Visa just backed a payments start-up that powers popular fintech apps like Monzo and Revolut https://www.cnbc.com/2020/01/24/currencycloud-raises-80-million-in-funding-round-backed-by-visa.html #Fintech
129,2020-04-28 19:48:11+00:00,I agree lol. Only we are free haha.
130,2020-04-28 19:45:30+00:00,The other bands you’ve tagged are the reason I started making tunes! Hopefully see you soon 
131,2020-04-28 19:43:24+00:00,Just got an email from @monzo to tell me my savings account interest is going from 1.25% down to 0.56%. This is just the beginning...
132,2020-04-28 19:41:25+00:00,"You pretty much do that anyway (not the hugging thing). The parks aren’t the issues. The resorts are. Pools, restaurants, golf courses, bars, lounges ..."
133,2020-04-28 19:40:18+00:00,@Coffee_Factory
134,2020-04-28 19:40:18+00:00,Pregnancy prank gone wrong. Musa is trashy 
135,2020-04-28 19:39:38+00:00,@WeAreDrinkly
136,2020-04-28 19:38:21+00:00,
137,2020-04-28 19:37:32+00:00,@monzo are banking game changers. We need them. We looooove them. 
138,2020-04-28 19:36:41+00:00,Splitting payment with your friends
139,2020-04-28 19:36:24+00:00,No
140,2020-04-28 19:34:39+00:00,Thank you!
141,2020-04-28 19:30:47+00:00,Acepto del reto de @PabloAmaroP subir la tapa de un libro y nominar a 6: @niconoc27 @elchape @carrascomUY @LaiEliasRamia @Greta_W @Magu1706
142,2020-04-28 19:29:56+00:00,"I’m not sure if you guys all know this, but my company works with Disney. They’re trying to open (gradually) ..a lot of it is thanks to their Governor. I’m not saying it’s going to happen, but they are trying. June wouldn’t shock me. July definitely would not shock me."
143,2020-04-28 19:29:52+00:00,"""Roba els rics [...] però ho fa no pas per quedar-s'ho, com hauria fet un lladre vulgar i corrent, sinó per donar-ho als necessitats; ell no en toca ni un cèntim."" #LitCat #Monzó"
144,2020-04-28 19:29:52+00:00,Hey Tazul We'd recommend reaching out to our in app chat team so we can take a closer look into this for you and see how we can help 
145,2020-04-28 19:27:34+00:00,"El breikindance, el crusaíto, el maikelyason… estas son las fases de la desescalada anunciada por el Gobierno https://www.elmundotoday.com/2020/04/el-breikindance-el-crusaito-el-maikelyason-estas-son-las-fases-de-la-desescalada-anunciada-por-el-gobierno/ @elmundotoday"
146,2020-04-28 19:26:43+00:00,It’s actually the complete opposite. More reason to open and gradually (maybe even next year) allow international travelers.
147,2020-04-28 19:26:42+00:00,Is there a massive delay on @monzo chat? Been waiting nearly 2 hours...
148,2020-04-28 19:26:25+00:00,"""¿El fi justifica els mitjans? Per Robin Hood, sí, sense cap mena de dubte. Per això s'enfronta al xèrif, a les autoritats, als propietaris de terres, eclesiàstics o no. També per això procura tractar les dones, els pobres i la gent humil amb una cortesia especial"" #LitCat #Monzó"
149,2020-04-28 19:26:18+00:00,Updated details SUBSCRIBE + TIP OF - https://onlyfans.com/miss_rachel29 AVN - https://stars.avn.com/miss_rachel29 TRIBUTES TO Gift Cards - princessrachel29@gmail.com Transfer - 771750 // 29829163 Monzo - 040004 // 24599085 Wishlist - https://www.amazon.co.uk/hz/wishlist/dl/invite/1Hz66zL?ref_=wl_share
150,2020-04-28 19:24:48+00:00,I’m going to work for you one day.
151,2020-04-28 19:23:09+00:00,"Para nada tengo la verdad absoluta, pero tampoco vería justo que quedando tantas jornadas por delante de quedará como esta.. Las grandes ligas ya sabes las decisiones que están tomando, así que por mucho que os cueste asimilarlo el año que viene nos vemos otra vez en segunda! "
152,2020-04-28 19:18:32+00:00,@monzo how long does it take for payment to be released back into the account. I have made a online payment to very. Payment was sucessfuly taken out of my account but they have said its not gone through so am assuming funds have not been released to them. Thanks
153,2020-04-28 19:18:27+00:00,"És que és una collonada: posar-hi el cargol esquerre, que ha caigut."
154,2020-04-28 19:17:05+00:00,"Encara diria més. L’escala està en fase 0, qui la desescalara a fase 1. En desdescalador que la desescale fins la fase 4 bon desescaldor serà"
155,2020-04-28 19:13:23+00:00,"Sí, hija."
156,2020-04-28 19:11:36+00:00,"When you forget that you can’t go into the grocery store without a mask, you improvise & put on your best @TiffanyAndCo "
157,2020-04-28 19:11:33+00:00, 
158,2020-04-28 19:11:18+00:00,They won’t. Wishful thinking by monzo. No shot Disney opens anytime soon.
159,2020-04-28 19:07:59+00:00,"El Bernabeu quan l’obrin? Deu ser en la fase dels lloc de culte. Va, Vicent, riem que va per a llarg"
160,2020-04-28 19:07:11+00:00,"Entonces para tí solo hay dos posibilidades? se anula ó se cogen los resultados de la primera vuelta, por qué no puede haber más posibilidades? ó tienes la verdad absoluta."
161,2020-04-28 19:06:04+00:00,"Al final com queda la cosa? Podrem fer les festes del Cristo en agost? Les processons són en la fase 2 o en la 3? Es podrà fer la revetlla guardant la distància? I els quintos? Si no ixen enguany, podran eixir l’any que ve?"
162,2020-04-28 19:05:51+00:00,Team work makes the dream work #harrogatecommunity
163,2020-04-28 19:05:45+00:00,"Lol this happened to us too. The girl seemed confused. She asked about the number of people and said it's a Corona survey. I asked if they wanted to do a screening, but she wrote whatever she was writing and she left "
164,2020-04-28 19:04:57+00:00,@uecoffee Best coffee and ‘pop up shop’ in West Oxon....
165,2020-04-28 19:01:29+00:00,ACCOUNT CLOSED 
166,2020-04-28 18:59:18+00:00,La communauté Telegram Française de http://Crypto.com est désormais Officielle! Rejoignez nous pour avoir une chance de gagner $50 en #CRO: http://t.me/Cryptocom_FR @cryptocom #bitcoin #cryptomonnaie #france #crypto via – https://giv.gg/RxPDM6
167,2020-04-28 18:57:15+00:00, 
168,2020-04-28 18:56:19+00:00,Harm reductionという考え方、一理ある。 「家に居ろ」が通用しない。新型コロナに悩む歌舞伎町の現実 https://forbesjapan.com/articles/detail/34144
169,2020-04-28 18:50:12+00:00,I think to have ANY social media account there must be a verification process. Like opening a bank account (Monzo style) provide a proof of address and ID. Because these trolling accounts are becoming too much and only once verified you can have your account.
170,2020-04-28 18:49:23+00:00,Ara et miro per la tele i encabat t'ho dic.
171,2020-04-28 18:38:44+00:00,A chicken that pops.
172,2020-04-28 18:34:13+00:00,
173,2020-04-28 18:31:37+00:00,Digital banks signups dive in COVID-19 lockdown - being digital does not guarantee growth. #N26 #monzo #neobank #challenger @siftedeu
174,2020-04-28 18:30:31+00:00,@planthubuk
175,2020-04-28 18:28:43+00:00,Hey Alan It may be worth dropping us a message in our in-app chat to check out if there's anything we can do to help 
176,2020-04-28 18:25:35+00:00,"Els suministres industrial estem oberts. Al seu servei, Sr. Monzó. I als demés també, mil disculpes..."
177,2020-04-28 18:21:15+00:00,No longer spending AGES ending the night splitting the bill at bars & restaurants with friends....one person pays and then immediately requests amount on the app. Saves so much time and hassle. We love it. #monzo 
178,2020-04-28 18:20:30+00:00,"I can’t believe it took me so Loi gonna to get a Monzo account, it would have saved me a lot when I last went on holiday"
179,2020-04-28 18:08:33+00:00,Monzo
180,2020-04-28 18:08:29+00:00,I do not miss my Monzo pinging off daily saying “ £99 Transport for London charge.”
181,2020-04-28 18:08:26+00:00,Sum light got more coming 
182,2020-04-28 18:07:29+00:00,Things I miss: Mika Zibanejad’s clutch goals Artemi Panarin’s leg kick Pete Alonso’s HR’s of 400+ feet Jacob deGrom’s 1-0 losses Minko’s updates Ryan Lindgren’s massive hits Things I forgot about: Dellin Betances is a Met NYR traded Brady Skjei Igor Shesterkin took over the NHL
183,2020-04-28 18:06:46+00:00,
184,2020-04-28 18:05:18+00:00,Shoutout monzo for refunding straight away. New card coming Saturday.
185,2020-04-28 18:04:40+00:00,"Just had #fraudulent activity on my Monzo account. Haringey council took £65 from my account so I froze, then Newham council tried to take another £65. Wtf is going on."
186,2020-04-28 18:02:30+00:00,@leavetheherd 
187,2020-04-28 17:56:29+00:00,Gràcies!
188,2020-04-28 17:55:37+00:00,Monzo lets you get paid a day early 
189,2020-04-28 17:54:11+00:00,@rymermade @gingertotty @handmade_dorset just for starters.
190,2020-04-28 17:54:10+00:00,I LOVE monzo and it’s wild to say that about a bank 
191,2020-04-28 17:54:01+00:00,If you could please drop us a message in our in-app chat again letting us know what the merchants said we can investigate from there for you 
192,2020-04-28 17:54:00+00:00,M'ha caigut el cargolet de la pota esquerra.
193,2020-04-28 17:53:13+00:00,"La meva, no... Hauré de canviar."
194,2020-04-28 17:52:16+00:00,Glad you like the feature Matt 
195,2020-04-28 17:50:25+00:00,#monzo #yolt #moneydashboard #money #finance #tips #advice #help #goals #frugalliving #budgeting #onabudget #budgetingtips #budgetlife #budgetingisfun #savings #debtfree #personalfinance #financialliteracy #financialfreedom #financialeducation #moneymotivation #allthingsmoney 
196,2020-04-28 17:49:30+00:00,No m'ha quedat clar en quina fase obren les ferreteries i les òptiques.
197,2020-04-28 17:49:05+00:00,"To start your budgeting journey I recommend these helpful budgeting apps! @monzo, @yolt and @moneydashboard are a few great apps that are created to help you budget better! There are loads of other platforms and resources you can use too! "
198,2020-04-28 17:48:02+00:00,No será usted un humanista digital.
199,2020-04-28 17:46:44+00:00,(Besa y vase) Fin de la comedia
200,2020-04-28 17:42:57+00:00,@deeneys 
201,2020-04-28 17:42:45+00:00,Sharing Bills!!
202,2020-04-28 17:41:45+00:00,Are you really though. Very doubtful.
203,2020-04-28 17:41:12+00:00,I’ve just organised my @monzo account and this makes me feel like a proper adult and as if I have my life together. 
204,2020-04-28 17:37:15+00:00,NHKスペシャル（20200322）「マイクロ飛沫」（６分１６秒）
205,2020-04-28 17:34:58+00:00,Thanks for the mention 
206,2020-04-28 17:32:48+00:00,"Yeah, I get that feeling from the Monzo one (click on the ""Level"" thing at the top right to see things). I remember being motivated this way at a big bank in the past. This is why I'm thinking more in trees then levels."
207,2020-04-28 17:31:29+00:00,"@sasconsultservs Whilst many clients are on hold, SAS still have a few ticking over &amp; it's given us an opportunity to think about other ideas to incorporate into the business"
208,2020-04-28 17:30:48+00:00,"During the #covid19pandemic customer behaviour changed (or rather had to change). #socialdistance behaviour has increased the need of #contactlesspayments , #mobilepayments and #instantpayments . Despite this, #challengerbanks such as #Monzo, #Revolut…"
209,2020-04-28 17:23:10+00:00,"Si y cuando venia un adversario te salían las opciones que podías hacer, simple pero muy entretenido en su época"
210,2020-04-28 17:22:40+00:00,"@hotnumbers nailed my coffee bean subscription that I started. I trust they'll keep serving great coffee well into the apocalypse, if the situation arose."
211,2020-04-28 17:22:36+00:00,"tenemos Fangio 5 veces campeón del mundo en automovilismo, monzo 14 veces campeón del mundo en boxeo y Luciana Aymar consiguió dos campeonatos mundiales, cuatro medallas olímpicas, tres preseas doradas y otra plateada en los Juegos Panamericanos y seis Champions Trophy y vos?"
212,2020-04-28 17:22:24+00:00,"«En canvi, a l'home que parla sol mentre s'asseu a la taula que ja li han preparat no el mira amb commiseració sinó amb una barreja d'enveja (per l'autosuficiència que demostra) i respecte, com a model de perfecció. » (Monzó, 1996: 93) #LitCat #Monzó"
213,2020-04-28 17:22:06+00:00,Monzo card purchase at Aldi https://ift.tt/39ImD4v - 
214,2020-04-28 17:21:47+00:00,"«Fet i fet, cap llei no certifica que la norma s'hagi de complir eternament. Pensa tot això mentre para taula; se n'adona i intenta evitar l'inevitable. » (Monzó 1996: 99) #LitCat #Monzó"
215,2020-04-28 17:21:23+00:00,"Lo mismo, de hecho sigo diciendo desde el minuto 1 liga nula o como mucho coger resultados de primera vuelta (que tampoco nos beneficia) cada uno defiende sus colores, no lo veo mal.. Pero hay personas que deberían ponerse un punto en la boca"
216,2020-04-28 17:20:23+00:00,Hey Ant Thanks for reaching out! As long as it's paid off by midnight then you're all good Please shoot any other questions our way!
217,2020-04-28 17:18:29+00:00,Juegas de vista desde arriba.
218,2020-04-28 17:17:51+00:00,@mannaharrogate @vanillisgelato @cold_bath_deli @HarrogateTeaRms These fantastic independents are still open (or delivering locally) &amp; practically on our doorstep - we are happy to “shop local” more than ever before and to play our part in supporting them as best we can!
219,2020-04-28 17:17:39+00:00,Mi primer juego de fútbol fue Tecmo Cup de la NES
220,2020-04-28 17:16:43+00:00,"The ""Mastery"" part is where I'm focusing from the Monzo one. That's really helpful. Thank you."
221,2020-04-28 17:16:30+00:00,"Pues si!! Al menos ha hablado de los teatros, en Italia ni los han mencionado... algo es algo!!!"
222,2020-04-28 17:14:30+00:00,Will it be warm by the time it reaches Tunbridge Wells?
223,2020-04-28 17:13:34+00:00,
224,2020-04-28 17:13:07+00:00,Definitely have to give the guys at @hysmsocks a shoutout! Managed to get a pair of last minute Birthday socks to my friend on time 
225,2020-04-28 17:12:49+00:00,Que dirías si estuviera el Huesca en 2ª posición. Dímelo porfa.
226,2020-04-28 17:12:01+00:00,"Do you want it in terms of tech specific knowledge (like B tree, terraform, write ahead log, or whatever)? Monzo have it expressed in general terms - https://progression.monzo.com/engineering/data sounds like you're thinking more nuts and bolts focused?"
227,2020-04-28 17:09:11+00:00,Monzo is launching its first ever business account to steal big bank's customers. Will it work? #openbanking #fintechstartups #psd2 #informationlogistics
228,2020-04-28 17:07:38+00:00,"Today’s #MysteryGuest is the incomparable Eddie Olczyk, Eddie O!"
229,2020-04-28 17:07:25+00:00,"tbh this is getting increasingly complicated, but I have been charged, except they’ve charged me too much now and they don’t know why and are in theory getting back to me at some point..."
230,2020-04-28 17:06:07+00:00,The dream 
231,2020-04-28 17:05:32+00:00,"Uf, si aquell Drugstore parlés..."
232,2020-04-28 17:05:01+00:00,Thanks Alan 
233,2020-04-28 17:04:04+00:00,"La última vez que hicimos eso terminamos con Morales, Monzó y Frigerio"
234,2020-04-28 17:04:03+00:00,Monzo worked fine last time I had it. 
235,2020-04-28 17:04:02+00:00,#MysteryGuest time with @MandMWFAN. Let’s do it.
